"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator SDMX Code","FCMT_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator SDMX Name","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator Short Name","Number of mobile money transactions (during the reference year)",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator Source Code","FCMT_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator Source Code - Collection","_M6.._K._.|Specified Units",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator Source Code - Dissemination","_M6.._K._.|Specified Units",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator Source Code - EDD","FCMT|NUMB",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of mobile money transactions (during the reference year)","FCMT_NUM","Indicator Unit","Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Alternate Publication Codes","E-Library Concept: FCMAR, Unit: NUMB",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Code","FCMAR_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Concept","Mobile Money Accounts, Number of mobile money accounts, Registered",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator CTS Code","FCMAR_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Definition","Number of accounts with a resident mobile money service provider (MMSP) that is primarily accessed by a mobile phone and is useable or has been used for mobile money transactions.",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Mobile Money, Number of registered mobile money accounts, Number",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Mobile","146",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Name","Use of Financial Services, Mobile Money, Number of registered mobile money accounts",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator SDMX Code","FCMAR_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator SDMX Name","Use of Financial Services, Mobile Money, Number of registered mobile money accounts",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Short Name","Number of registered mobile money accounts",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Source Code","FCMAR_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Source Code - Collection","_M1.._K._.|Specified Units",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Source Code - Dissemination","_M1.._K._.|Specified Units",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Source Code - EDD","FCMAR|NUMB",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Number of registered mobile money accounts","FCMAR_NUM","Indicator Unit","Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Alternate Publication Codes","E-Library Concept: FCMAAB, Unit: N",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Code","FCMAAB_XDC",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Concept","Mobile Money Accounts, Active, Outstanding balances",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator CTS Code","FCMAAB_XDC",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Definition","The total amount (in millions of national currency) of outstanding balances on active mobile money accounts. An active mobile money account is defined above.",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Mobile","154",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Name","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator SDMX Code","FCMAAB_XDC",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator SDMX Name","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Short Name","Outstanding balances on active mobile money accounts",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Source Code","FCMAAB_XDC",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Source Code - Collection","_M7.._K._.|National Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Source Code - Dissemination","_M7.._K._.|National Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Source Code - EDD","FCMAAB|N",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Outstanding balances on active mobile money accounts, Domestic Currency","FCMAAB_XDC","Indicator Unit","Domestic Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Alternate Publication Codes","E-Library Concept: FCMTV, Unit: N",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Code","FCMTV_XDC",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Concept","Transactions, Value of mobile money transactions (during the reference year)",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator CTS Code","FCMTV_XDC",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Definition","The total amount (in millions of national currency) of all mobile money transactions carried out during the reference period. Mobile money transactions include financial payments or transfers to a third party using balances on a mobile money account via a mobile phone, including P2P transfers, bill payments, merchant payments, and international remittances.",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Mobile","158",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Name","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator SDMX Code","FCMTV_XDC",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator SDMX Name","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Short Name","Value of mobile money transactions (during the reference year)",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Source Code","FCMTV_XDC",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Source Code - Collection","_M5.._K._.|National Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Source Code - Dissemination","_M5.._K._.|National Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Source Code - EDD","FCMTV|N",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Mobile Money, Value of mobile money transactions (during the reference year), Domestic Currency","FCMTV_XDC","Indicator Unit","Domestic Currency",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Alternate Publication Codes","E-Library Concept: FCRODC, Unit: PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Code","FCRODC_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Concept","Number of Borrowers, Other Depository Corporations, Commercial banks, Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator CTS Code","FCRODC_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Definition","The number of resident customers that are nonfinancial corporations (public and private) and households who obtained loans from commercial banks.",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Number of Borrowers, Commercial banks, Private Enterprises, Number",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Mobile","14",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Name","Use of Financial Services, Number of Borrowers, Commercial banks",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator SDMX Code","FCRODC_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator SDMX Name","Use of Financial Services, Number of Borrowers, Commercial banks",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Short Name","Borrowers from commercial banks",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Source Code","FCRODC_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Source Code - Collection","_A1.._F._.|Number of Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Source Code - Dissemination","_A1.._F._.|Number of Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Source Code - EDD","FCRODC|PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks","FCRODC_PE_NUM","Indicator Unit","Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Alternate Publication Codes","E-Library Concept: FCRODCH, Unit: PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Code","FCRODCH_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Concept","Number of Borrowers, Other Depository Corporations, Commercial banks, of which: households, Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator CTS Code","FCRODCH_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Definition","The number of resident households who obtained loans from commercial banks.",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, Private Enterprises, Number",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Mobile","16",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Name","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator SDMX Code","FCRODCH_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator SDMX Name","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Short Name","Borrowers from commercial banks: o/w household sector borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Source Code","FCRODCH_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Source Code - Collection","_A1y._F._.|Number of Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Source Code - Dissemination","_A1Y._F._.|Number of Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Source Code - EDD","FCRODCH|PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers","FCRODCH_PE_NUM","Indicator Unit","Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Alternate Publication Codes","E-Library Concept: FCRODCHF, Unit: NUMB",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Code","FCRODCHF_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Concept","",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator CTS Code","FCRODCHF_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Definition","",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers, Private Enterprises, Number",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Mobile","",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Name","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator SDMX Code","FCRODCHF_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator SDMX Name","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Short Name","Borrowers from commercial banks: o/w household sector borrowers: o/w female borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Source Code","FCRODCHF_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Source Code - Collection","Financial, Financial Access Survey, Use of Financial Services, Number of Borrowers, Other Depository Corporations, Commercial banks, of which: households, of which: female borrowers, Persons, Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Source Code - Dissemination","Financial, Financial Access Survey, Use of Financial Services, Number of Borrowers, Other Depository Corporations, Commercial banks, of which: households, of which: female borrowers, Persons, Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Source Code - EDD","FCRODCHF|NUMB",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: female borrowers","FCRODCHF_PE_NUM","Indicator Unit","Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Alternate Publication Codes","E-Library Concept: FCRODCHM, Unit: NUMB",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Code","FCRODCHM_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Concept","",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator CTS Code","FCRODCHM_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Definition","",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers, Private Enterprises, Number",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Mobile","",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Name","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator SDMX Code","FCRODCHM_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator SDMX Name","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Short Name","Borrowers from commercial banks: o/w household sector borrowers: o/w male borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Source Code","FCRODCHM_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Source Code - Collection","Financial, Financial Access Survey, Use of Financial Services, Number of Borrowers, Other Depository Corporations, Commercial banks, of which: households, of which: male borrowers, Persons, Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Source Code - Dissemination","Financial, Financial Access Survey, Use of Financial Services, Number of Borrowers, Other Depository Corporations, Commercial banks, of which: households, of which: male borrowers, Persons, Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Source Code - EDD","FCRODCHM|NUMB",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Topic","Financial Sector",""
